department,course_number,course_title
EDTEP   ,533,TCH & LRN LITRCY III
EDTEP   ,544,DIFFERENTIATED INST 
EDTEP   ,552,ASSESSMENT ELEM ED
EDTEP   ,561,TCHING & LRNING II
EDTEP   ,563,ADOL DEV & EDUC II
EDTEP   ,564,WORKING IN SCHOOLS
EDTEP   ,595,SEC CAPSTONE
EDTEP   ,600,INDEPNDNT STDY/RSCH 
EDTEP   ,601,QTR 4 FIELD EXP
EDLPS   ,499,UNDERGRAD RESEARCH
EDLPS   ,516,SPEC ED LAW
EDLPS   ,522,SOCSCI SOC JUSTICE
EDLPS   ,526,EDUCATIONAL INQUIRY 
EDLPS   ,530,HISTORY OF EDUCATN
EDLPS   ,549,SPEC TOP EDUC STDS
EDLPS   ,558,INTRO QUAL METHODS
EDLPS   ,565,EQUITY&LEAD CHNG
EDLPS   ,575,ED POLICY IMPLEMENT 
EDLPS   ,579,SPEC TOP ORG & POL
EDLPS   ,586,P-20 PIPELINE
EDLPS   ,588,LEAD MANAGEMT HE
EDLPS   ,593,ASSESSMENT IN HE
EDLPS   ,598,SPEC TOP HIGHER ED
EDLPS   ,599,INDEPNDNT STDIES
EDLPS   ,600,INDEPNDNT STDY/RSCH 
EDLPS   ,601,INTERNSHIP
EDPSY   ,302,CHILD DVLPMNT &LRNG 
EDPSY   ,380,ADULT LEARN & DEV
EDPSY   ,404,ADL DEVELOPMENT
EDPSY   ,406,LRN TEACH CHG WORLD 
EDPSY   ,490,BASIC EDUC STATSTCS 
EDPSY   ,499,UNDERGRAD RESEARCH
EDPSY   ,502,DEV FOUN EARLY LRNG 
EDPSY   ,508,ADV PRACTICUM SMH
EDPSY   ,510,COGNIT & SCH CURRIC 
EDPSY   ,515,CUR ISS TECH AND ED 
EDPSY   ,528,ACH MOTIVATION EDUC 
EDPSY   ,558,GENERALIZ THEORY
EDPSY   ,565,ADV PRACTM CLIN PRAC
EDPSY   ,579,ADV PRAC NEURODEV
EDPSY   ,581,SMNR EDUC PSYCH
EDPSY   ,584,SEM IN QUAN METH
EDPSY   ,593,EXPRMTL DSGN& ANLYS 
EDPSY   ,597,LARGE SCALE TESTS
EDPSY   ,599,INDEP STUDIES EDUC
EDPSY   ,600,INDEPNDNT STDY/RSCH 
EDPSY   ,601,INTERNSHIP
EDSPE   ,304,EXCEPTIONAL CHLDRN
EDSPE   ,422,"(DIS)ABILITY, ED,ART"
EDSPE   ,427,INTRO BHV ANALYSIS
EDSPE   ,499,UNDERGRAD RESEARCH
EDSPE   ,500,PRACTICUM
EDSPE   ,503,CLSRM MANAGEMENT EL 
EDSPE   ,504,SPEC ED LAW
EDSPE   ,507,INSTRUCT SEV DIS
EDSPE   ,514,READING & WRITING
EDSPE   ,517,PRACT RES SPEC EDUC 
EDSPE   ,518,SMNR SPEC EDUC RSCH 
EDSPE   ,519,LEARNRS W EXT NEEDS 
EDSPE   ,520,SEM APPL SPEC ED
EDSPE   ,527,BEHAVIOR PRINCIPLES 
EDSPE   ,531,COMP BEH INTERVENTN 
EDSPE   ,540,FIELDWORK SEM
EDSPE   ,562,CURRIC ASSESS YC DIS
EDSPE   ,563,FAM TEAM COLLAB
EDSPE   ,564,INFANTS & TODDLERS
EDSPE   ,599,INDEP STUDIES EDUC
EDSPE   ,600,INDEPNDNT STDY/RSCH 
EDSPE   ,601,INTERNSHIP
A A   ,210,ENGR STATICS
A A   ,299,UNDERGRAD RESEARCH
A A   ,302,INCOMP AERODYNAMICS 
A A   ,312,STRUCT VIBRATIONS
A A   ,321,AEROSPACE LAB I
A A   ,331,AEROSPACE STRUCT I
A A   ,410,AIRCRAFT DESIGN I
A A   ,419,AEROSPACE HEAT TSFR 
A A   ,420,SPACE SYS DESIGN I
A A   ,440,FLIGHT MECH I
A A   ,461,AIRBREATH PROPL
A A   ,462,ROCKET PROPULSION
A A   ,498,SPECIAL TOPICS
A A   ,499,UNDERGRAD RESEARCH
A A   ,507,INCOMP FLUID MECH
A A   ,528,SPACE DYN & CONTROL 
A A   ,540,FINITE ELM ANLYS I
A A   ,548,LIN MULTVAR CONTROL 
A A   ,556,SPACE AND LAB PHYS
A A   ,559,PLASMA SCIENCE SMNR 
A A   ,560,PLASMA DIAGNOSTICS
A A   ,578,CONVEX OPTIMIZATION 
A A   ,595,GLBL INT SYS ENGR
A A   ,598,SPECIAL TOPICS
A A   ,599,SPECIAL PROJECTS
A A   ,600,INDEPNDNT STDY/RSCH 
A A   ,700,MASTERS THESIS
A A   ,800,DOCTORAL DISSERTATN 
A E   ,510,LINEAR SYSTEMS
A E   ,524,COMPUT AERODYN
A E   ,541,FINITE ELM ANALYSIS 
A E   ,550,MECH OF COMPOSITES
CHEM E   ,299,UNDERGRAD RESEARCH
CHEM E   ,326,CH E THERMODYNAMICS 
CHEM E   ,340,TRANSP PROCESS II
CHEM E   ,375,CH E COMPUTR SKILLS 
CHEM E   ,437,CHEM ENGR LAB II
CHEM E   ,480,PROC DYNM & CONTRL
CHEM E   ,485,PROCESS DESIGN I
CHEM E   ,497,DESIGN SPEC PROJ
CHEM E   ,498,SPECIAL TOPICS
CHEM E   ,499,UNDERGRAD RESEARCH
CHEM E   ,511,BIOMATERIAL SEMINAR 
CHEM E   ,514,ADV CHEME LAB
CHEM E   ,523,SMNR IN CHEM ENGR
CHEM E   ,545,DATA SCI CLEAN ENRG 
CHEM E   ,546,SW ENGR MOL DATA SCI
CHEM E   ,554,NANOSCALE SCI I
CHEM E   ,556,COLLOIDAL SYSTEMS
CHEM E   ,599,CURRENT TPCS CH E
CHEM E   ,600,INDEPENDNT STDY/RSH 
CHEM E   ,700,MASTERS THESIS
CHEM E   ,800,DOCTORAL DISSERTATN 
CEE   ,102,CEE CAREERS
CEE   ,220,INTRO MECH OF MATLS 
CEE   ,291,AUTOCAD
CEE   ,297,FOREIGN STUDY
CEE   ,299,INDEPENDENT PROJECT 
CEE   ,307,CONSTRUCTION ENGR
CEE   ,327,TRANSPORTATION ENGR 
CEE   ,347,FLUID MECHANICS
CEE   ,354,INTRO CHEM ENV ENG
CEE   ,357,ENVIRONMENTAL ENGR
CEE   ,367,GEOTECHNICAL ENGR
CEE   ,377,INTRO STRUCT DESIGN 
CEE   ,404,INFRASTRUCTURE CONS 
CEE   ,410,TRAFFIC ENGR FUND
CEE   ,412,TRANS DATA MGMT
CEE   ,453,PRESTRESSED CON DES 
CEE   ,454,DSGN TIMBER STRUCTS 
CEE   ,457,ADV STRUCT I
CEE   ,477,OPEN-CHANNEL FLOW
CEE   ,481,HYDR DESIGN ENV ENG 
CEE   ,482,WASTEWTR REUSE/REC
CEE   ,498,SPECIAL TOPICS
CEE   ,499,INDPNDT STUDY/RSCH
CEE   ,500,CEE SEMINARS
CEE   ,600,INDEPENDENT STUDY
CEE   ,601,INTERNSHIP
CEE   ,700,MASTERS THESIS
CEE   ,800,DOCTORAL DISSERTATN 
CESI   ,505,AIR POLL CNTRL
CESI   ,508,ACC & FIN CONSTR
CESI   ,511,GRID INTEGRATION
CESI   ,513,OP AND MAINT WIND
CESI   ,527,ENER INFRA FUND
CESI   ,595,CONSTRUCTION MATS
CEWA   ,541,BIO TRT SYST
CEWA   ,544,PHY CHEM TRT PROC
CEWA   ,570,HYDRODYNAMICS
CEWA   ,577,OPN CHN FLO HEC-RAS 
CEWA   ,578,WATER SYS MGMT & OP 
CEWA   ,582,WASTEWTR REUSE RECYC
CEWA   ,599,SPECIAL TOPICS
CESG   ,502,STR DYNAMICS
CESG   ,507,STRUC STABILITY
CESG   ,508,MATERIALS MODELING
CESG   ,522,PRESTR CONCRETE DSGN
CESG   ,524,ADVANCED STEEL I
CESG   ,529,BRIDGE ENGINEERING
CESG   ,565,SOIL DYNAMICS
CESG   ,566,GEOTECH EQ ENGRG
CESG   ,599,SPECIAL TOPICS
CET   ,512,TRANS DATA MANAGE
CET   ,584,ANYL METH TRANS I
CET   ,599,SPECIAL TOPICS
CSE   ,120,COMP SCI PRINCIPLES 
CSE   ,142,COMPUTER PRGRMNG I
CSE   ,143,COMPUTER PRGRMNG II 
CSE   ,160,DATA PROGRAMMING
CSE   ,190,CURRENT TOPICS CSE
CSE   ,301,CSE INTERNSHIP
CSE   ,312,FOUNDATIONS COMP II 
CSE   ,331,SW DESIGN & IMPL
CSE   ,332,DATA STRUC & PRLLEL 
CSE   ,333,SYSTEMS PROGRAMMING 
CSE   ,341,PROGRAMMING LANGS
CSE   ,344,INTRO DATA MGMT
CSE   ,351,HW SW INTERFACE
CSE   ,369,INTRO DIG DESIGN
CSE   ,371,DIGITAL DESIGN
CSE   ,373,DATA STRUC/ALGORITH 
CSE   ,390,SPECIAL TOPICS CSE
CSE   ,391,SOFTWARE TOOLS
CSE   ,403,SOFTWARE ENGINEERING
CSE   ,413,LANGS & COMPILERS
CSE   ,415,ARTIF INTELLIGENCE
CSE   ,417,ALG & COMP COMPLEX
CSE   ,421,INTRO TO ALGORITHMS 
CSE   ,440,INTRODUCTION TO HCI 
CSE   ,444,DATABASE INTERNALS
CSE   ,446,MACHINE LEARNING
CSE   ,447,NAT LANG PROCESSING 
CSE   ,451,INTRO OPERATING SYS 
CSE   ,460,ANIMATION CAPSTONE
CSE   ,461,INTRO COMP NETWORKS 
CSE   ,469,COMPUTER ARCH I
CSE   ,473,INTR TO ARTIF INTLL 
CSE   ,474,INTRO EMBEDDED SYS
CSE   ,475,EMBEDDED CAPSTONE
CSE   ,481,CAP SOFT DESIGN
CSE   ,488,LAB SYNTH BIO
CSE   ,490,SPECIAL TOPICS CSE
CSE   ,495,PROJECT PRACTICUM
CSE   ,498,SENIOR PROJECT
CSE   ,499,READING & RESEARCH
CSE   ,501,PROG LANG AN & IMPL 
CSE   ,507,REASONING FOR SW
CSE   ,517,NAT LANG PROCESSING 
CSE   ,519,CURRENT RESEARCH
CSE   ,520,COLLOQUIUM
CSE   ,551,OPERATING SYSTEMS
CSE   ,564,SECURITY & PRIVACY
CSE   ,567,DIGITAL SYST DESIGN 
CSE   ,571,AI-ROBOTICS
CSE   ,573,ARTIFICIAL INTEL I
CSE   ,578,CONVEX OPTIMIZATION 
CSE   ,590,RESEARCH SEMINAR
CSE   ,591,GROUP PROJECTS
CSE   ,599,SPECIAL TOPICS
CSE   ,600,INDEPNDNT STDY/RSCH 
CSE   ,601,INTERNSHIP
CSE   ,700,MASTERS THESIS
CSE   ,800,DOCTORAL DISSERTATN 
E E   ,215,INTRO TO E E
E E   ,233,CIRCUIT THEORY
E E   ,235,CT LINEAR SYSTEMS
E E   ,271,DIGITAL CIR & SYSTE 
E E   ,331,DEVICES/CIRCUITS I
E E   ,341,DT LINEAR SYSTEMS
E E   ,361,APPL EM
E E   ,371,DIGITAL DESIGN
E E   ,393,ADV TECH WRITING EE 
E E   ,398,PROFESSIONAL ISSUES 
E E   ,400,ADV TOPICS E E
E E   ,415,COMP AID SYS DESIGN 
E E   ,417,MOD WIRELESS COMMS
E E   ,421,QUANTUM MECH ENGRS
E E   ,425,LAB SYNTH BIO
E E   ,436,MEDICAL INSTRUMENTN 
E E   ,442,DIG SIG & FILTERING 
E E   ,448,CONTROLS CAPSTONE
E E   ,451,WIND ENERGY
E E   ,453,ELECTRIC DRIVES
E E   ,455,POWER SYS DYN & PROT
E E   ,463,MICROWAVE ELEC DESN 
E E   ,469,COMPUTER ARCH I
E E   ,473,LINEAR IC DESIGN
E E   ,474,INTRO EMBEDDED SYS
E E   ,475,EMBEDDED CAPSTONE
E E   ,477,VLSI II
E E   ,490,READINGS & RESEARCH 
E E   ,491,UNDERGRAD SEMINAR
E E   ,492,LEADERSHIP SEMINAR
E E   ,497,ENTREP CAPSTONE
E E   ,499,UG RSCH-SP PROJECT
E E   ,500,GRADUATE SEMINAR
E E   ,501,ACADEMIC WRITING
E E   ,506,FUND OF WIRE COMM
E E   ,511,STAT LEARNING
E E   ,514,INFO THEORY I
E E   ,521,QUANTUM MECH ENGRS
E E   ,525,VLSI II
E E   ,527,MICROFABRICATION
E E   ,529,SEMICOND OPTOELEC
E E   ,538,TOP ELECT CIR DES
E E   ,543,ROBOT MANIPULATION
E E   ,546,CONTROL SYS THEORY
E E   ,548,LIN MULTVAR CONTROL 
E E   ,551,WIND ENERGY
E E   ,559,TOPICS ELEC ENERGY
E E   ,568,DIGITAL IMAGE PROC
E E   ,578,CONVEX OPTIMIZATION 
E E   ,579,"TOPICS/EM,OPT,ACOUS "
E E   ,595,ADV TPCS CMU THRY
E E   ,598,SPECIAL TOPICS EE
E E   ,599,SPECIAL PROJECTS
E E   ,600,INDEPNDNT STDY/RSCH 
E E   ,700,MASTERS THESIS
E E   ,800,DOCTORAL DISSERTATN 
ENGR   ,102,STUDYING ENGR
ENGR   ,105,INTRO ENGR DESIGN
ENGR   ,115,ENGINEERING HEALTH
ENGR   ,121,STARS CHEM PROBSOLV 
ENGR   ,122,STARS PHYS PROBSOLV 
ENGR   ,197,ENGR PROBLEM SOLV
ENGR   ,199,SPECIAL PROJECTS
ENGR   ,231,INTRO TECH COMM
ENGR   ,297,VERT INT PROJECTS
ENGR   ,320,ENGR CO-OP EDUC
ENGR   ,321,ENGR CO-OP ED
ENGR   ,497,VERT INT PROJECTS
ENGR   ,498,SPECIAL TOPICS
ENGR   ,601,INTERNSHIP
HCDE   ,210,EXPLORATIONS IN HCD 
HCDE   ,300,FOUNDATIONS OF HCDE 
HCDE   ,301,ADV COMM HCDE
HCDE   ,308,VISUAL COMM HCDE
HCDE   ,318,INTRO USER CENT DES 
HCDE   ,321,PROF PORTFOLIO
HCDE   ,322,ORG TEAMWORK
HCDE   ,398,SPECIAL TOPICS
HCDE   ,411,INFO VISUALIZATION
HCDE   ,439,PHYSICAL COMPUTING
HCDE   ,451,UX PROTOTYPING
HCDE   ,492,CAPSTONE PLANNING
HCDE   ,495,PROF PRACTICE
HCDE   ,496,RESEARCH IN HCDE
HCDE   ,498,ADV SPECIAL TOPICS
HCDE   ,499,SPECIAL PROJECTS
HCDE   ,503,NAVIG DESIGN ORG
HCDE   ,508,VISUAL COMM
HCDE   ,517,USABILITY STUDIES
HCDE   ,521,SEMINAR ISSUES HCDE 
HCDE   ,523,DUB SEMINAR
HCDE   ,532,WEB DESIGN STUDIO
HCDE   ,539,PHYS COMP & PROTO
HCDE   ,542,THEORY FOUNDATIONS
HCDE   ,544,RESEARCH METHODS I
HCDE   ,548,ADV TOPICS HCDE
HCDE   ,596,RESEARCH IN HCDE
HCDE   ,598,SPECIAL TOPICS
HCDE   ,599,SPECIAL PROJECTS
HCDE   ,600,IND STUDY/RESEARCH
HCDE   ,601,INTERNSHIP
HCDE   ,800,DOCTORAL DISSERTATN 
IND E   ,250,ENGR ECON
IND E   ,315,PROB & STAT FOR ENG 
IND E   ,316,DES EXPR REGR ANLYS 
IND E   ,337,INTRO MANU SYSTEMS
IND E   ,411,STCH MODL & DEC ANL 
IND E   ,424,SIMULATION
IND E   ,494,DES IN MANUF FIRM
IND E   ,499,SPECIAL PROJECTS IE 
IND E   ,513,LINEAR OPT ENG MODL 
IND E   ,515,FUNDAMNTL OPTIMIZTN 
IND E   ,519,HEALTHCARE MODELING 
IND E   ,524,ROB DES QLTY ENGR
IND E   ,546,ANYL METH TRANS I
IND E   ,566,INTRO TO ERGON
IND E   ,582,TECH LEADERSHIP
IND E   ,592,SEMINAR
IND E   ,595,GLBL INT SYS ENGR
IND E   ,599,SPECIAL TOPICS IE
IND E   ,600,INDEPNDNT STDY/RSCH 
IND E   ,700,MASTERS THESIS
IND E   ,800,DOCTORAL DISSERTATN 
MSE   ,170,FUNDMNT MATERLS SCI 
MSE   ,312,INTEG UNDGRAD LAB 2 
MSE   ,322,KINETIC MICRO EVOL
MSE   ,342,MATERIALS PROCESS I 
MSE   ,351,ELEC PROP MATERIALS 
MSE   ,399,UG RES SEMINAR
MSE   ,431,FAILURE ANALYSIS
MSE   ,452,PROPERTIES MTLS II
MSE   ,463,CORROSN & WEAR MTLS 
MSE   ,492,DESIGN MTLS ENGRG II
MSE   ,497,UNDERGRAD RESEARCH
MSE   ,498,SPECIAL TOPICS
MSE   ,499,SENIOR PROJECT
MSE   ,520,SEMINAR
MSE   ,529,SEMICOND OPTOELEC
MSE   ,541,DEFECTS IN MATERIALS
MSE   ,545,DATA SCI CLEAN ENRG 
MSE   ,546,SW ENGR MOL DATA SCI
MSE   ,555,BIOMIMETICS
MSE   ,565,ELECTRON THEORY MTL 
MSE   ,571,MSE GRAD TUTORIAL II
MSE   ,598,ENGR MTLS PROJECT
MSE   ,599,SPEC TPCS MATLS SCI 
MSE   ,600,INDEPENDENT STUDY
MSE   ,700,MASTERS THESIS
MSE   ,800,DOCTORAL DISSERTATN 
M E   ,123,VISUALIZATION & CAD 
M E   ,124,CAD LAB
M E   ,230,KINEMATICS & DYNS
M E   ,299,INDEPENDENT PROJECT 
M E   ,323,ENGR THERMODYNAMICS 
M E   ,333,INTRO TO FLUID MECH 
M E   ,354,MECH OF MAT LAB
M E   ,355,INTRO MFG PROCESS
M E   ,356,MACHN DESGN ANLYS
M E   ,373,INTRO TO SYST DYN
M E   ,412,BIOMECH MOVEMENT
M E   ,419,BIOMECH SEMINAR
M E   ,425,HVAC
M E   ,450,INTRO COMP MATL DES 
M E   ,470,MECHANICAL VIBRATNS 
M E   ,477,EMBEDDED COMPUTING
M E   ,478,FINTE ELEMENT ANLYS 
M E   ,490,NAVAL ARCHITECTURE
M E   ,494,MECHATRONICS PREP
M E   ,495,MECH ENGR DESIGN
M E   ,498,SPEC TPCS MECH ENGR 
M E   ,499,SPECIAL PROJECTS
M E   ,507,INCOMP FLUID MECH
M E   ,512,BIOMECH MOVEMENT
M E   ,515,LIFE CYCLE ASSESS
M E   ,519,BIOMECH SEMINAR
M E   ,520,SEMINAR
M E   ,521,THERMODYNAMICS
M E   ,525,APPLIED ACOUSTICS
M E   ,539,RENEWABLE ENERGY I
M E   ,548,LIN MULTVAR CONTROL 
M E   ,552,VISCOELASTICITY
M E   ,559,INTRO FRACT MECH
M E   ,565,MECHNCL ENGR ANLYS
M E   ,574,APPL PAR COMPUTING
M E   ,578,CONVEX OPTIMIZATION 
M E   ,598,GRAD PROJECTS
M E   ,599,SPECIAL TOPICS
M E   ,600,INDEPNDNT STDY/RSCH 
M E   ,700,MASTERS THESIS
M E   ,800,DOCTORAL DISSERTATN 
FISH   ,101,WATER AND SOCIETY
FISH   ,270,AQUATIC ECOPHYSLGY
FISH   ,290,SCI WRITING & COMM
FISH   ,311,BIOLOGY OF FISHES
FISH   ,324,AQUATIC PHYSIOLOGY
FISH   ,427,TROPICAL MAR BIOL
FISH   ,454,ECOLOGICAL MODELING 
FISH   ,464,ARCTIC MARINE ECOL
FISH   ,477,MARINE BIOL SEMINAR 
FISH   ,479,MARINE BIO RESEARCH 
FISH   ,489,PEER TEACING AFS
FISH   ,493,CAPSTONE 1 PROPOSAL 
FISH   ,494,CAPSTONE 2 RESEARCH 
FISH   ,495,CAPSTONE 3 SYNTHESIS
FISH   ,498,INTERNSHIP
FISH   ,499,UNDERGRAD RESEARCH
FISH   ,507,TOPICS FISHERIES
FISH   ,511,TOPICS: EVOL & ECOL 
FISH   ,513,TOPICS: MNGT & CNSRV
FISH   ,521,RSRCH PROP WRITING
FISH   ,600,INDEPNDNT STDY/RSCH 
FISH   ,700,MASTERS THESIS
FISH   ,800,DOCTORAL DISSERTATN 
ATM S   ,101,WEATHER
ATM S   ,111,GLOBAL WARMING
ATM S   ,220,EXPLORING ATMOS SCI 
ATM S   ,290,WEATHER CHALLENGE
ATM S   ,340,THERMODYN & CLOUDS
ATM S   ,370,ATM STRUC AND ANALY 
ATM S   ,380,WX & CLIM PREDICT
ATM S   ,390,H-TUTORIAL ATM SCI
ATM S   ,442,ATMOS MOTIONS II
ATM S   ,451,INSTRUMENTS OBS
ATM S   ,475,CLMT SCI RSRCH SMNR 
ATM S   ,490,WEATHER ANALYSIS
ATM S   ,495,EARTHGAMES STUDIO
ATM S   ,497,INTERNSHIP
ATM S   ,499,UNDERGRAD RESEARCH
ATM S   ,504,ATMOS MOTIONS II
ATM S   ,509,GEOPHYS FLUID DYN I 
ATM S   ,511,SNOW & ICE ON EARTH 
ATM S   ,519,SCIENTIFIC WRITING
ATM S   ,520,ATM S COLLOQUIUM
ATM S   ,521,SMNR ATMOS& CLIM DYN
ATM S   ,523,SMNR ATMS PHYS&CHEM 
ATM S   ,532,ATMOS RAD-INTRO
ATM S   ,552,OBJECTIVE ANALYSIS
ATM S   ,558,ATM CHEMISTRY
ATM S   ,586,CLIMATE SEMINAR
ATM S   ,588,CARBON AND CLIMATE
ATM S   ,591,SPECIAL TOPICS
ATM S   ,593,CLIMATE SEMINAR
ATM S   ,596,CLIMATE CAPSTONE
ATM S   ,600,INDEPNDNT STDY/RSCH 
ATM S   ,700,MASTERS THESIS
ATM S   ,800,DOCTORAL DISSERTATN 
C ENV   ,500,COM SCI TO PUBLIC
ESS   ,100,DINOSAURS
ESS   ,101,GEOLOGY & SOCIETY
ESS   ,102,SPACE&SPACE TRAVEL
ESS   ,106,LIVING WITH VOLCANO 
ESS   ,115,INTRO ASTROBIOLOGY
ESS   ,202,EARTHQUAKES
ESS   ,210,PHYSICAL GEOLOGY
ESS   ,212,EARTH MATERIALS
ESS   ,311,GEOMECHANICS
ESS   ,315,ENVIR EARTH SCI
ESS   ,412,INTRO SEISMOLOGY
ESS   ,418,GEOSCIENCE COMM
ESS   ,421,INTRO REMOT SENSING 
ESS   ,425,TECTONIC GEOMORPH
ESS   ,447,ENGINEERING GEOLOGY 
ESS   ,457,ENV GEOCHEM
ESS   ,462,VOLCANIC PROCESSES
ESS   ,463,STRUCTURE TECTONICS 
ESS   ,472,ROCKETS & INSTRUMNT 
ESS   ,475,CLMT SCI RSRCH SMNR 
ESS   ,490,SPECIAL TOPICS
ESS   ,498,UNDERGRAD THESIS
ESS   ,499,UNDERGRAD RESEARCH
ESS   ,512,INTRO SEISMOLOGY
ESS   ,518,TECHNICAL COMM
ESS   ,519,SCIENTIFIC WRITING
ESS   ,520,APPLIC GIS EARTH SCI
ESS   ,525,TECTONIC GEOMORPH
ESS   ,532,SNOW & ICE ON EARTH 
ESS   ,547,ENGINEERING GEOLOGY 
ESS   ,562,OBSERVATNAL SEISMOL 
ESS   ,567,ENV GEOCHEM
ESS   ,575,ROCKETS & INSTRUMNT 
ESS   ,576,SPACE AND LAB PHYS
ESS   ,586,CLIMATE SEMINAR
ESS   ,588,CARBON AND CLIMATE
ESS   ,590,SPECIAL TOPICS
ESS   ,592,PROF PRACTICE SEM
ESS   ,593,CLIMATE SEMINAR
ESS   ,595,ESS RSRCH METHODS
ESS   ,596,CLIMATE CAPSTONE
ESS   ,597,APP GEOSCI INVESTGN 
ESS   ,599,SEMINAR
ESS   ,600,INDEPNDNT STDY/RSCH 
ESS   ,601,INTERNSHIP
ESS   ,700,MASTERS THESIS
ESS   ,800,DOCTORAL DISSERTATN 
ENVIR   ,100,INTRO ENV STUDIES
ENVIR   ,200,ENVIR COMMUNICATION 
ENVIR   ,221,US ENVIRON HIST
ENVIR   ,239,SUSTAINABLE CHOICES 
ENVIR   ,243,ENVIRONMENTAL ETHICS
ENVIR   ,250,RES METHODS ENV ST
ENVIR   ,313,ENVIR EARTH SCI
ENVIR   ,350,INTERNSHIP
ENVIR   ,418,COM & ENVIRONMENT
ENVIR   ,431,ECOPSYCHOLOGY
ENVIR   ,439,SUSTAINABLE SOCIETY 
ENVIR   ,480,SUSTNABILITY STUDIO 
ENVIR   ,489,PEER TEACHING ENVIR 
ENVIR   ,491,CAPSTONE INTERNSHIP 
ENVIR   ,495,ADVANCED TOPICS
ENVIR   ,498,INDEPENDENT STUDY
ENVIR   ,499,UNDERGRAD RESEARCH
BSE   ,201,PULP PAPER &BIOPROD 
BSE   ,202,PULP & PAPER FIELD
BSE   ,211,CREATIVITY & SOCIETY
BSE   ,392,BIORESOURCE TRNSPRT 
BSE   ,399,UNDERGRAD INTERNSHIP
BSE   ,420,BSE ENGR I
BSE   ,436,PULP & PAPER LAB II 
BSE   ,480,BIORESOURCE DSGN I
BSE   ,489,FOREIGN STUDY
BSE   ,490,SPECIAL TOPICS
BSE   ,497,PLP & PPR INTERN
BSE   ,499,UNDERGRAD RESEARCH
ESRM   ,200,SOC & ENVIRONMENTS
ESRM   ,250,INTRO TO GIS
ESRM   ,300,SUSTAINABILITY SMNR 
ESRM   ,321,SUSTAINABLE FINANCE 
ESRM   ,368,NAT RES MEASUREMNTS 
ESRM   ,399,FIELD/TEACH INTERN
ESRM   ,400,CONFLICT MGMT
ESRM   ,404,PLANT MICROBIO LAB
ESRM   ,430,REM SENS ENVIRO
ESRM   ,431,ECOPSYCHOLOGY
ESRM   ,450,WILD ECOL CONSERV
ESRM   ,451,ANALYT METH WILDLIFE
ESRM   ,458,MGMT ENDANGERED SPE 
ESRM   ,463,RESTORATION ECOL 2
ESRM   ,473,N AMER RESTORATION
ESRM   ,478,PLANT ECOPHYSIOLOGY 
ESRM   ,489,FOREIGN STUDY
ESRM   ,490,SPECIAL TOPICS
ESRM   ,494,CAPSTONE PROPOSAL
ESRM   ,495,SENIOR PROJECT
ESRM   ,496,SENIOR THESIS
ESRM   ,499,UNDERGRAD RESEARCH
SEFS   ,500,GRAD ORIENT SEMINAR 
SEFS   ,502,ANLYS TECH COM ECOL 
SEFS   ,503,ISSUES RESTOR & HORT
SEFS   ,509,ANALYS RSRCH PROBLM 
SEFS   ,510,GD STDYS FOR SOILS
SEFS   ,520,GEOG INFO SYSTEMS
SEFS   ,521,CURR TOPICS FOR RES 
SEFS   ,526,ADV SILVICULTURE SEM
SEFS   ,541,ADV LANDSCAPE ECOL
SEFS   ,550,GRADUATE SEMINAR
SEFS   ,590,GRADUATE STUDIES
SEFS   ,595,TEACHING PRACTICUM
SEFS   ,600,INDEPNDNT STDY/RSCH 
SEFS   ,601,INTERNSHIP
SEFS   ,700,MASTERS THESIS
SEFS   ,800,DOCTORAL DISSERTATN 
SMEA   ,499,UNDERGRAD RESEARCH
SMEA   ,501,MAR AFFAIRS PRACTICE
SMEA   ,509,INTGRATD COAST MGMT 
SMEA   ,536,MICROECON MAR AFF
SMEA   ,550,SPECIAL TOPICS
SMEA   ,570,THESIS PRESENTATION 
SMEA   ,591,MS IN COASTAL ZONE
SMEA   ,600,INDEPNDNT STDY/RSCH 
SMEA   ,650,MAR&ENVIR CAPSTONE
SMEA   ,700,MASTERS THESIS
MARBIO   ,270,AQUATIC ECOPHYSLGY
OCEAN   ,102,THE CHANGING OCEANS 
OCEAN   ,115,INTRO ASTROBIOLOGY
OCEAN   ,121,DEEP SEA VENTS
OCEAN   ,210,INTEGRATIVE OCEANS
OCEAN   ,240,SPEC TOPICS OCEAN
OCEAN   ,270,AQUATIC ECOPHYSLGY
OCEAN   ,295,MARINE ORG CHEM
OCEAN   ,320,COASTAL OCEAN
OCEAN   ,340,INTERDISC TPC OCEAN 
OCEAN   ,351,FND OCEAN SENSORS
OCEAN   ,401,SPEC TOP CHEM OCEAN 
OCEAN   ,431,SPEC TOP BIOL OCEAN 
OCEAN   ,444,SNR THESIS RESEARCH 
OCEAN   ,450,CLIMATIC EXTREMES
OCEAN   ,475,CLMT SCI RSRCH SMNR 
OCEAN   ,477,MARINE BIOL SEMINAR 
OCEAN   ,479,MARINE BIO RESEARCH 
OCEAN   ,480,OCEAN
OCEAN   ,494,FIELD EXP: OCEAN
OCEAN   ,496,STUDY ABROAD: OCEAN 
OCEAN   ,497,ADV SPEC TOP: OCEAN 
OCEAN   ,499,UNDERGRAD RESEARCH
OCEAN   ,506,INTERDISCIPL OCEAN
OCEAN   ,512,GEOPHYS FLUID DYN I 
OCEAN   ,518,SCIENTIFIC WRITING
